,Source,Destination,TravelTimeInMin
2273,YELAHANKA,PANATHUR,101
2274,PANATHUR,AREKERE,72
2275,AREKERE,PANATHUR,72
2276,PANATHUR,BANASHANKARI,87
2277,BANASHANKARI,PANATHUR,87
2278,PANATHUR,BELLANDUR,48
2279,BELLANDUR,PANATHUR,48
2280,PANATHUR,BILEKAHALLI,65
2281,BILEKAHALLI,PANATHUR,65
2282,PANATHUR,BOMMANAHALLI,60
2283,BOMMANAHALLI,PANATHUR,60
2284,PANATHUR,BOMMASANDRA,66
2285,BOMMASANDRA,PANATHUR,66
2286,PANATHUR,BTM LAYOUT,61
2287,BTM LAYOUT,PANATHUR,61
2288,PANATHUR,CHOODASANDRA,52
2289,CHOODASANDRA,PANATHUR,52
2290,PANATHUR,DOMLUR,63
2291,DOMLUR,PANATHUR,63
2292,PANATHUR,ELECTRONIC CITY,68
2293,ELECTRONIC CITY,PANATHUR,68
2294,PANATHUR,HARALUR,54
2295,HARALUR,PANATHUR,54
2296,PANATHUR,J. P. NAGAR,77
2297,J. P. NAGAR,PANATHUR,77
2298,PANATHUR,JAYANAGAR,69
2299,JAYANAGAR,PANATHUR,69
2300,PANATHUR,KAIKONDRAHALLI,47
2301,KAIKONDRAHALLI,PANATHUR,47
2302,PANATHUR,KASAVANAHALLI,51
2303,KASAVANAHALLI,PANATHUR,51
2304,PANATHUR,RR NAGAR,103
2305,RR NAGAR,PANATHUR,103
2306,PANATHUR,S.G. PALYA,66
2307,S.G. PALYA,PANATHUR,66
2308,PANATHUR,BALAGERE,44
2309,BALAGERE,PANATHUR,44
2310,PANATHUR,KADUGODI,71
2311,KADUGODI,PANATHUR,71
2312,PANATHUR,MATHIKERE,91
2313,MATHIKERE,PANATHUR,91
2314,PANATHUR,RAJAJINAGAR,97
2315,RAJAJINAGAR,PANATHUR,97
2316,PANATHUR,VIDYARANYAPURA,92
2317,VIDYARANYAPURA,PANATHUR,92
2318,PANATHUR,VIJAYANAGAR,93
2319,VIJAYANAGAR,PANATHUR,93
2320,PANATHUR,YESWANTHPUR,93
2321,YESWANTHPUR,PANATHUR,93
2322,WHITEFIELD,AIRPORT,108
2323,AIRPORT,WHITEFIELD,108
2324,WHITEFIELD,DEVANAHALLI,110
2325,DEVANAHALLI,WHITEFIELD,110
2326,WHITEFIELD,HEBBAL,83
2327,HEBBAL,WHITEFIELD,83
2328,WHITEFIELD,THANISANDRA,81
2329,THANISANDRA,WHITEFIELD,81
2330,WHITEFIELD,YELAHANKA,103
2331,YELAHANKA,WHITEFIELD,103
2332,WHITEFIELD,AREKERE,80
2333,AREKERE,WHITEFIELD,80
2334,WHITEFIELD,BANASHANKARI,95
2335,BANASHANKARI,WHITEFIELD,95
2336,WHITEFIELD,BELLANDUR,56
2337,BELLANDUR,WHITEFIELD,56
2338,WHITEFIELD,BILEKAHALLI,73
2339,BILEKAHALLI,WHITEFIELD,73
2340,WHITEFIELD,BOMMANAHALLI,68
2341,BOMMANAHALLI,WHITEFIELD,68
2342,WHITEFIELD,BOMMASANDRA,75
2343,BOMMASANDRA,WHITEFIELD,75
2344,WHITEFIELD,BTM LAYOUT,69
2345,BTM LAYOUT,WHITEFIELD,69
2346,WHITEFIELD,CHOODASANDRA,61
2347,CHOODASANDRA,WHITEFIELD,61
2348,WHITEFIELD,DOMLUR,60
2349,DOMLUR,WHITEFIELD,60
2350,WHITEFIELD,ELECTRONIC CITY,76
2351,ELECTRONIC CITY,WHITEFIELD,76
2352,WHITEFIELD,HARALUR,62
2353,HARALUR,WHITEFIELD,62
2354,WHITEFIELD,J. P. NAGAR,85
2355,J. P. NAGAR,WHITEFIELD,85
2356,WHITEFIELD,JAYANAGAR,77
2357,JAYANAGAR,WHITEFIELD,77
2358,WHITEFIELD,KAIKONDRAHALLI,56
2359,KAIKONDRAHALLI,WHITEFIELD,56
2360,WHITEFIELD,KASAVANAHALLI,60
2361,KASAVANAHALLI,WHITEFIELD,60
2362,WHITEFIELD,RR NAGAR,104
2363,RR NAGAR,WHITEFIELD,104
2364,WHITEFIELD,S.G. PALYA,74
2365,S.G. PALYA,WHITEFIELD,74
2366,WHITEFIELD,BALAGERE,38
2367,BALAGERE,WHITEFIELD,38
2368,WHITEFIELD,KADUGODI,59
2369,KADUGODI,WHITEFIELD,59
2370,WHITEFIELD,MATHIKERE,92
2371,MATHIKERE,WHITEFIELD,92
2372,WHITEFIELD,RAJAJINAGAR,99
2373,RAJAJINAGAR,WHITEFIELD,99
2374,WHITEFIELD,VIDYARANYAPURA,93
2375,VIDYARANYAPURA,WHITEFIELD,93
2376,WHITEFIELD,VIJAYANAGAR,94
2377,VIJAYANAGAR,WHITEFIELD,94
2378,WHITEFIELD,YESWANTHPUR,94
2379,YESWANTHPUR,WHITEFIELD,94
2380,AIRPORT,DEVANAHALLI,54
2381,DEVANAHALLI,AIRPORT,54
2382,AIRPORT,HEBBAL,70
2383,HEBBAL,AIRPORT,70
2384,AIRPORT,THANISANDRA,69
2385,THANISANDRA,AIRPORT,69
2386,AIRPORT,YELAHANKA,72
2387,YELAHANKA,AIRPORT,72
2388,AIRPORT,AREKERE,118
2389,AREKERE,AIRPORT,118
2390,AIRPORT,BANASHANKARI,106
2391,BANASHANKARI,AIRPORT,106
2392,AIRPORT,BELLANDUR,112
2393,BELLANDUR,AIRPORT,112
2394,AIRPORT,BILEKAHALLI,111
2395,BILEKAHALLI,AIRPORT,111
2396,AIRPORT,BOMMANAHALLI,115
2397,BOMMANAHALLI,AIRPORT,115
2398,AIRPORT,BOMMASANDRA,135
2399,BOMMASANDRA,AIRPORT,135
2400,AIRPORT,BTM LAYOUT,113
2401,BTM LAYOUT,AIRPORT,113
2402,AIRPORT,CHOODASANDRA,121
2403,CHOODASANDRA,AIRPORT,121
2404,AIRPORT,DOMLUR,96
2405,DOMLUR,AIRPORT,96
2406,AIRPORT,ELECTRONIC CITY,123
2407,ELECTRONIC CITY,AIRPORT,123
2408,AIRPORT,HARALUR,118
2409,HARALUR,AIRPORT,118
2410,AIRPORT,J. P. NAGAR,122
2411,J. P. NAGAR,AIRPORT,122
2412,AIRPORT,JAYANAGAR,104
2413,JAYANAGAR,AIRPORT,104
2414,AIRPORT,KAIKONDRAHALLI,112
2415,KAIKONDRAHALLI,AIRPORT,112
2416,AIRPORT,KASAVANAHALLI,117
2417,KASAVANAHALLI,AIRPORT,117
2418,AIRPORT,RR NAGAR,108
2419,RR NAGAR,AIRPORT,108
2420,AIRPORT,S.G. PALYA,100
2421,S.G. PALYA,AIRPORT,100
2422,AIRPORT,BALAGERE,112
2423,BALAGERE,AIRPORT,112
2424,AIRPORT,KADUGODI,103
2425,KADUGODI,AIRPORT,103
2426,AIRPORT,MATHIKERE,79
2427,MATHIKERE,AIRPORT,79
2428,AIRPORT,RAJAJINAGAR,85
2429,RAJAJINAGAR,AIRPORT,85
2430,AIRPORT,VIDYARANYAPURA,74
2431,VIDYARANYAPURA,AIRPORT,74
2432,AIRPORT,VIJAYANAGAR,96
2433,VIJAYANAGAR,AIRPORT,96
2434,AIRPORT,YESWANTHPUR,81
2435,YESWANTHPUR,AIRPORT,81
2436,DEVANAHALLI,HEBBAL,71
2437,HEBBAL,DEVANAHALLI,71
2438,DEVANAHALLI,THANISANDRA,70
2439,THANISANDRA,DEVANAHALLI,70
2440,DEVANAHALLI,YELAHANKA,74
2441,YELAHANKA,DEVANAHALLI,74
2442,DEVANAHALLI,AREKERE,119
2443,AREKERE,DEVANAHALLI,119
2444,DEVANAHALLI,BANASHANKARI,108
2445,BANASHANKARI,DEVANAHALLI,108
2446,DEVANAHALLI,BELLANDUR,113
2447,BELLANDUR,DEVANAHALLI,113
2448,DEVANAHALLI,BILEKAHALLI,113
2449,BILEKAHALLI,DEVANAHALLI,113
2450,DEVANAHALLI,BOMMANAHALLI,116
2451,BOMMANAHALLI,DEVANAHALLI,116
2452,DEVANAHALLI,BOMMASANDRA,136
2453,BOMMASANDRA,DEVANAHALLI,136
2454,DEVANAHALLI,BTM LAYOUT,115
2455,BTM LAYOUT,DEVANAHALLI,115
2456,DEVANAHALLI,CHOODASANDRA,122
2457,CHOODASANDRA,DEVANAHALLI,122
2458,DEVANAHALLI,DOMLUR,98
2459,DOMLUR,DEVANAHALLI,98
2460,DEVANAHALLI,ELECTRONIC CITY,125
2461,ELECTRONIC CITY,DEVANAHALLI,125
2462,DEVANAHALLI,HARALUR,119
2463,HARALUR,DEVANAHALLI,119
2464,DEVANAHALLI,J. P. NAGAR,123
2465,J. P. NAGAR,DEVANAHALLI,123
2466,DEVANAHALLI,JAYANAGAR,105
2467,JAYANAGAR,DEVANAHALLI,105
2468,DEVANAHALLI,KAIKONDRAHALLI,113
2469,KAIKONDRAHALLI,DEVANAHALLI,113
2470,DEVANAHALLI,KASAVANAHALLI,118
2471,KASAVANAHALLI,DEVANAHALLI,118
2472,DEVANAHALLI,RR NAGAR,110
2473,RR NAGAR,DEVANAHALLI,110
2474,DEVANAHALLI,S.G. PALYA,101
2475,S.G. PALYA,DEVANAHALLI,101
2476,DEVANAHALLI,BALAGERE,114
2477,BALAGERE,DEVANAHALLI,114
2478,DEVANAHALLI,KADUGODI,99
2479,KADUGODI,DEVANAHALLI,99
2480,DEVANAHALLI,MATHIKERE,80
2481,MATHIKERE,DEVANAHALLI,80
2482,DEVANAHALLI,RAJAJINAGAR,86
2483,RAJAJINAGAR,DEVANAHALLI,86
2484,DEVANAHALLI,VIDYARANYAPURA,75
2485,VIDYARANYAPURA,DEVANAHALLI,75
2486,DEVANAHALLI,VIJAYANAGAR,97
2487,VIJAYANAGAR,DEVANAHALLI,97
2488,DEVANAHALLI,YESWANTHPUR,82
2489,YESWANTHPUR,DEVANAHALLI,82
2490,HEBBAL,THANISANDRA,51
2491,THANISANDRA,HEBBAL,51
2492,HEBBAL,YELAHANKA,66
2493,YELAHANKA,HEBBAL,66
2494,HEBBAL,AREKERE,88
2495,AREKERE,HEBBAL,88
2496,HEBBAL,BANASHANKARI,76
2497,BANASHANKARI,HEBBAL,76
2498,HEBBAL,BELLANDUR,85
2499,BELLANDUR,HEBBAL,85
2500,HEBBAL,BILEKAHALLI,81
2501,BILEKAHALLI,HEBBAL,81
2502,HEBBAL,BOMMANAHALLI,84
2503,BOMMANAHALLI,HEBBAL,84
2504,HEBBAL,BOMMASANDRA,104
2505,BOMMASANDRA,HEBBAL,104
2506,HEBBAL,BTM LAYOUT,83
2507,BTM LAYOUT,HEBBAL,83
2508,HEBBAL,CHOODASANDRA,94
2509,CHOODASANDRA,HEBBAL,94
2510,HEBBAL,DOMLUR,66
2511,DOMLUR,HEBBAL,66
2512,HEBBAL,ELECTRONIC CITY,93
2513,ELECTRONIC CITY,HEBBAL,93
2514,HEBBAL,HARALUR,91
2515,HARALUR,HEBBAL,91
2516,HEBBAL,J. P. NAGAR,92
2517,J. P. NAGAR,HEBBAL,92
2518,HEBBAL,JAYANAGAR,74
2519,JAYANAGAR,HEBBAL,74
2520,HEBBAL,KAIKONDRAHALLI,85
2521,KAIKONDRAHALLI,HEBBAL,85
2522,HEBBAL,KASAVANAHALLI,90
2523,KASAVANAHALLI,HEBBAL,90
2524,HEBBAL,RR NAGAR,81
2525,RR NAGAR,HEBBAL,81
2526,HEBBAL,S.G. PALYA,70
2527,S.G. PALYA,HEBBAL,70
2528,HEBBAL,BALAGERE,86
2529,BALAGERE,HEBBAL,86
2530,HEBBAL,KADUGODI,90
2531,KADUGODI,HEBBAL,90
2532,HEBBAL,MATHIKERE,50
2533,MATHIKERE,HEBBAL,50
2534,HEBBAL,RAJAJINAGAR,54
2535,RAJAJINAGAR,HEBBAL,54
2536,HEBBAL,VIDYARANYAPURA,56
2537,VIDYARANYAPURA,HEBBAL,56
2538,HEBBAL,VIJAYANAGAR,65
2539,VIJAYANAGAR,HEBBAL,65
2540,HEBBAL,YESWANTHPUR,57
2541,YESWANTHPUR,HEBBAL,57
2542,THANISANDRA,YELAHANKA,60
2543,YELAHANKA,THANISANDRA,60
2544,THANISANDRA,AREKERE,99
2545,AREKERE,THANISANDRA,99
2546,THANISANDRA,BANASHANKARI,88
2547,BANASHANKARI,THANISANDRA,88
2548,THANISANDRA,BELLANDUR,84
2549,BELLANDUR,THANISANDRA,84
2550,THANISANDRA,BILEKAHALLI,93
2551,BILEKAHALLI,THANISANDRA,93
2552,THANISANDRA,BOMMANAHALLI,96
2553,BOMMANAHALLI,THANISANDRA,96
2554,THANISANDRA,BOMMASANDRA,106
2555,BOMMASANDRA,THANISANDRA,106
2556,THANISANDRA,BTM LAYOUT,95
2557,BTM LAYOUT,THANISANDRA,95
2558,THANISANDRA,CHOODASANDRA,93
2559,CHOODASANDRA,THANISANDRA,93
2560,THANISANDRA,DOMLUR,73
2561,DOMLUR,THANISANDRA,73
2562,THANISANDRA,ELECTRONIC CITY,105
2563,ELECTRONIC CITY,THANISANDRA,105
2564,THANISANDRA,HARALUR,90
2565,HARALUR,THANISANDRA,90
2566,THANISANDRA,J. P. NAGAR,103
2567,J. P. NAGAR,THANISANDRA,103
2568,THANISANDRA,JAYANAGAR,86
2569,JAYANAGAR,THANISANDRA,86
2570,THANISANDRA,KAIKONDRAHALLI,84
2571,KAIKONDRAHALLI,THANISANDRA,84
2572,THANISANDRA,KASAVANAHALLI,89
2573,KASAVANAHALLI,THANISANDRA,89
2574,THANISANDRA,RR NAGAR,90
2575,RR NAGAR,THANISANDRA,90
2576,THANISANDRA,S.G. PALYA,81
2577,S.G. PALYA,THANISANDRA,81
2578,THANISANDRA,BALAGERE,85
2579,BALAGERE,THANISANDRA,85
2580,THANISANDRA,KADUGODI,88
2581,KADUGODI,THANISANDRA,88
2582,THANISANDRA,MATHIKERE,60
2583,MATHIKERE,THANISANDRA,60
2584,THANISANDRA,RAJAJINAGAR,66
2585,RAJAJINAGAR,THANISANDRA,66
2586,THANISANDRA,VIDYARANYAPURA,53
2587,VIDYARANYAPURA,THANISANDRA,53
2588,THANISANDRA,VIJAYANAGAR,77
2589,VIJAYANAGAR,THANISANDRA,77
2590,THANISANDRA,YESWANTHPUR,62
2591,YESWANTHPUR,THANISANDRA,62
2592,YELAHANKA,AREKERE,114
2593,AREKERE,YELAHANKA,114
2594,YELAHANKA,BANASHANKARI,101
2595,BANASHANKARI,YELAHANKA,101
2596,YELAHANKA,BELLANDUR,108
2597,BELLANDUR,YELAHANKA,108
2598,YELAHANKA,BILEKAHALLI,108
2599,BILEKAHALLI,YELAHANKA,108
2600,YELAHANKA,BOMMANAHALLI,111
2601,BOMMANAHALLI,YELAHANKA,111
2602,YELAHANKA,BOMMASANDRA,131
2603,BOMMASANDRA,YELAHANKA,131
2604,YELAHANKA,BTM LAYOUT,110
2605,BTM LAYOUT,YELAHANKA,110
2606,YELAHANKA,CHOODASANDRA,117
2607,CHOODASANDRA,YELAHANKA,117
2608,YELAHANKA,DOMLUR,93
2609,DOMLUR,YELAHANKA,93
2610,YELAHANKA,ELECTRONIC CITY,120
2611,ELECTRONIC CITY,YELAHANKA,120
2612,YELAHANKA,HARALUR,114
2613,HARALUR,YELAHANKA,114
2614,YELAHANKA,J. P. NAGAR,118
2615,J. P. NAGAR,YELAHANKA,118
2616,YELAHANKA,JAYANAGAR,100
2617,JAYANAGAR,YELAHANKA,100
2618,YELAHANKA,KAIKONDRAHALLI,108
2619,KAIKONDRAHALLI,YELAHANKA,108
2620,YELAHANKA,KASAVANAHALLI,113
2621,KASAVANAHALLI,YELAHANKA,113
2622,YELAHANKA,RR NAGAR,100
2623,RR NAGAR,YELAHANKA,100
2624,YELAHANKA,S.G. PALYA,96
2625,S.G. PALYA,YELAHANKA,96
2626,YELAHANKA,BALAGERE,109
2627,BALAGERE,YELAHANKA,109
2628,YELAHANKA,KADUGODI,112
2629,KADUGODI,YELAHANKA,112
2630,YELAHANKA,MATHIKERE,73
2631,MATHIKERE,YELAHANKA,73
2632,YELAHANKA,RAJAJINAGAR,81
2633,RAJAJINAGAR,YELAHANKA,81
2634,YELAHANKA,VIDYARANYAPURA,58
2635,VIDYARANYAPURA,YELAHANKA,58
2636,YELAHANKA,VIJAYANAGAR,92
2637,VIJAYANAGAR,YELAHANKA,92
2638,YELAHANKA,YESWANTHPUR,74
2639,YESWANTHPUR,YELAHANKA,74
2640,AREKERE,BANASHANKARI,62
2641,BANASHANKARI,AREKERE,62
2642,AREKERE,BELLANDUR,64
2643,BELLANDUR,AREKERE,64
2644,AREKERE,BILEKAHALLI,38
2645,BILEKAHALLI,AREKERE,38
2646,AREKERE,BOMMANAHALLI,50
2647,BOMMANAHALLI,AREKERE,50
2648,AREKERE,BOMMASANDRA,74
2649,BOMMASANDRA,AREKERE,74
2650,AREKERE,BTM LAYOUT,43
2651,BTM LAYOUT,AREKERE,43
2652,AREKERE,CHOODASANDRA,78
2653,CHOODASANDRA,AREKERE,78
2654,AREKERE,DOMLUR,69
2655,DOMLUR,AREKERE,69
2656,AREKERE,ELECTRONIC CITY,62
2657,ELECTRONIC CITY,AREKERE,62
2658,AREKERE,HARALUR,71
2659,HARALUR,AREKERE,71
2660,AREKERE,J. P. NAGAR,42
2661,J. P. NAGAR,AREKERE,42
2662,AREKERE,JAYANAGAR,48
2663,JAYANAGAR,AREKERE,48
2664,AREKERE,KAIKONDRAHALLI,65
2665,KAIKONDRAHALLI,AREKERE,65
2666,AREKERE,KASAVANAHALLI,70
2667,KASAVANAHALLI,AREKERE,70
2668,AREKERE,RR NAGAR,74
2669,RR NAGAR,AREKERE,74
2670,AREKERE,S.G. PALYA,53
2671,S.G. PALYA,AREKERE,53
2672,AREKERE,BALAGERE,82
2673,BALAGERE,AREKERE,82
2674,AREKERE,KADUGODI,103
2675,KADUGODI,AREKERE,103
2676,AREKERE,MATHIKERE,96
2677,MATHIKERE,AREKERE,96
2678,AREKERE,RAJAJINAGAR,88
2679,RAJAJINAGAR,AREKERE,88
2680,AREKERE,VIDYARANYAPURA,104
2681,VIDYARANYAPURA,AREKERE,104
2682,AREKERE,VIJAYANAGAR,78
2683,VIJAYANAGAR,AREKERE,78
2684,AREKERE,YESWANTHPUR,90
2685,YESWANTHPUR,AREKERE,90
2686,BANASHANKARI,BELLANDUR,78
2687,BELLANDUR,BANASHANKARI,78
2688,BANASHANKARI,BILEKAHALLI,55
2689,BILEKAHALLI,BANASHANKARI,55
2690,BANASHANKARI,BOMMANAHALLI,63
2691,BOMMANAHALLI,BANASHANKARI,63
2692,BANASHANKARI,BOMMASANDRA,92
2693,BOMMASANDRA,BANASHANKARI,92
2694,BANASHANKARI,BTM LAYOUT,57
2695,BTM LAYOUT,BANASHANKARI,57
2696,BANASHANKARI,CHOODASANDRA,91
2697,CHOODASANDRA,BANASHANKARI,91
2698,BANASHANKARI,DOMLUR,72
2699,DOMLUR,BANASHANKARI,72
2700,BANASHANKARI,ELECTRONIC CITY,80
2701,ELECTRONIC CITY,BANASHANKARI,80
2702,BANASHANKARI,HARALUR,85
2703,HARALUR,BANASHANKARI,85
2704,BANASHANKARI,J. P. NAGAR,57
2705,J. P. NAGAR,BANASHANKARI,57
2706,BANASHANKARI,JAYANAGAR,51
2707,JAYANAGAR,BANASHANKARI,51
2708,BANASHANKARI,KAIKONDRAHALLI,78
2709,KAIKONDRAHALLI,BANASHANKARI,78
2710,BANASHANKARI,KASAVANAHALLI,84
2711,KASAVANAHALLI,BANASHANKARI,84
2712,BANASHANKARI,RR NAGAR,50
2713,RR NAGAR,BANASHANKARI,50
2714,BANASHANKARI,S.G. PALYA,57
2715,S.G. PALYA,BANASHANKARI,57
2716,BANASHANKARI,BALAGERE,95
2717,BALAGERE,BANASHANKARI,95
2718,BANASHANKARI,KADUGODI,116
2719,KADUGODI,BANASHANKARI,116
2720,BANASHANKARI,MATHIKERE,74
2721,MATHIKERE,BANASHANKARI,74
2722,BANASHANKARI,RAJAJINAGAR,65
2723,RAJAJINAGAR,BANASHANKARI,65
2724,BANASHANKARI,VIDYARANYAPURA,81
2725,VIDYARANYAPURA,BANASHANKARI,81
2726,BANASHANKARI,VIJAYANAGAR,53
2727,VIJAYANAGAR,BANASHANKARI,53
2728,BANASHANKARI,YESWANTHPUR,65
2729,YESWANTHPUR,BANASHANKARI,65
2730,BELLANDUR,BILEKAHALLI,61
2731,BILEKAHALLI,BELLANDUR,61
2732,BELLANDUR,BOMMANAHALLI,55
2733,BOMMANAHALLI,BELLANDUR,55
2734,BELLANDUR,BOMMASANDRA,65
2735,BOMMASANDRA,BELLANDUR,65
2736,BELLANDUR,BTM LAYOUT,57
2737,BTM LAYOUT,BELLANDUR,57
2738,BELLANDUR,CHOODASANDRA,54
2739,CHOODASANDRA,BELLANDUR,54
2740,BELLANDUR,DOMLUR,63
2741,DOMLUR,BELLANDUR,63
2742,BELLANDUR,ELECTRONIC CITY,64
2743,ELECTRONIC CITY,BELLANDUR,64
2744,BELLANDUR,HARALUR,48
2745,HARALUR,BELLANDUR,48
2746,BELLANDUR,J. P. NAGAR,73
2747,J. P. NAGAR,BELLANDUR,73
2748,BELLANDUR,JAYANAGAR,64
2749,JAYANAGAR,BELLANDUR,64
2750,BELLANDUR,KAIKONDRAHALLI,42
2751,KAIKONDRAHALLI,BELLANDUR,42
2752,BELLANDUR,KASAVANAHALLI,47
2753,KASAVANAHALLI,BELLANDUR,47
2754,BELLANDUR,RR NAGAR,98
2755,RR NAGAR,BELLANDUR,98
2756,BELLANDUR,S.G. PALYA,61
2757,S.G. PALYA,BELLANDUR,61
2758,BELLANDUR,BALAGERE,53
2759,BALAGERE,BELLANDUR,53
2760,BELLANDUR,KADUGODI,74
2761,KADUGODI,BELLANDUR,74
2762,BELLANDUR,MATHIKERE,91
2763,MATHIKERE,BELLANDUR,91
2764,BELLANDUR,RAJAJINAGAR,97
2765,RAJAJINAGAR,BELLANDUR,97
2766,BELLANDUR,VIDYARANYAPURA,92
2767,VIDYARANYAPURA,BELLANDUR,92
2768,BELLANDUR,VIJAYANAGAR,89
2769,VIJAYANAGAR,BELLANDUR,89
2770,BELLANDUR,YESWANTHPUR,93
2771,YESWANTHPUR,BELLANDUR,93
2772,BILEKAHALLI,BOMMANAHALLI,42
2773,BOMMANAHALLI,BILEKAHALLI,42
2774,BILEKAHALLI,BOMMASANDRA,71
2775,BOMMASANDRA,BILEKAHALLI,71
2776,BILEKAHALLI,BTM LAYOUT,36
2777,BTM LAYOUT,BILEKAHALLI,36
2778,BILEKAHALLI,CHOODASANDRA,70
2779,CHOODASANDRA,BILEKAHALLI,70
2780,BILEKAHALLI,DOMLUR,62
2781,DOMLUR,BILEKAHALLI,62
2782,BILEKAHALLI,ELECTRONIC CITY,60
2783,ELECTRONIC CITY,BILEKAHALLI,60
2784,BILEKAHALLI,HARALUR,64
2785,HARALUR,BILEKAHALLI,64
2786,BILEKAHALLI,J. P. NAGAR,46
2787,J. P. NAGAR,BILEKAHALLI,46
2788,BILEKAHALLI,JAYANAGAR,39
2789,JAYANAGAR,BILEKAHALLI,39
2790,BILEKAHALLI,KAIKONDRAHALLI,58
2791,KAIKONDRAHALLI,BILEKAHALLI,58
2792,BILEKAHALLI,KASAVANAHALLI,63
2793,KASAVANAHALLI,BILEKAHALLI,63
2794,BILEKAHALLI,RR NAGAR,67
2795,RR NAGAR,BILEKAHALLI,67
2796,BILEKAHALLI,S.G. PALYA,45
2797,S.G. PALYA,BILEKAHALLI,45
2798,BILEKAHALLI,BALAGERE,74
2799,BALAGERE,BILEKAHALLI,74
2800,BILEKAHALLI,KADUGODI,96
2801,KADUGODI,BILEKAHALLI,96
2802,BILEKAHALLI,MATHIKERE,88
2803,MATHIKERE,BILEKAHALLI,88
2804,BILEKAHALLI,RAJAJINAGAR,81
2805,RAJAJINAGAR,BILEKAHALLI,81
2806,BILEKAHALLI,VIDYARANYAPURA,95
2807,VIDYARANYAPURA,BILEKAHALLI,95
2808,BILEKAHALLI,VIJAYANAGAR,70
2809,VIJAYANAGAR,BILEKAHALLI,70
2810,BILEKAHALLI,YESWANTHPUR,82
2811,YESWANTHPUR,BILEKAHALLI,82
2812,BOMMANAHALLI,BOMMASANDRA,61
2813,BOMMASANDRA,BOMMANAHALLI,61
2814,BOMMANAHALLI,BTM LAYOUT,38
2815,BTM LAYOUT,BOMMANAHALLI,38
2816,BOMMANAHALLI,CHOODASANDRA,62
2817,CHOODASANDRA,BOMMANAHALLI,62
2818,BOMMANAHALLI,DOMLUR,53
2819,DOMLUR,BOMMANAHALLI,53
2820,BOMMANAHALLI,ELECTRONIC CITY,50
2821,ELECTRONIC CITY,BOMMANAHALLI,50
2822,BOMMANAHALLI,HARALUR,56
2823,HARALUR,BOMMANAHALLI,56
2824,BOMMANAHALLI,J. P. NAGAR,54
2825,J. P. NAGAR,BOMMANAHALLI,54
2826,BOMMANAHALLI,JAYANAGAR,46
2827,JAYANAGAR,BOMMANAHALLI,46
2828,BOMMANAHALLI,KAIKONDRAHALLI,50
2829,KAIKONDRAHALLI,BOMMANAHALLI,50
2830,BOMMANAHALLI,KASAVANAHALLI,55
2831,KASAVANAHALLI,BOMMANAHALLI,55
2832,BOMMANAHALLI,RR NAGAR,78
2833,RR NAGAR,BOMMANAHALLI,78
2834,BOMMANAHALLI,S.G. PALYA,45
2835,S.G. PALYA,BOMMANAHALLI,45
2836,BOMMANAHALLI,BALAGERE,66
2837,BALAGERE,BOMMANAHALLI,66
2838,BOMMANAHALLI,KADUGODI,88
2839,KADUGODI,BOMMANAHALLI,88
2840,BOMMANAHALLI,MATHIKERE,85
2841,MATHIKERE,BOMMANAHALLI,85
2842,BOMMANAHALLI,RAJAJINAGAR,81
2843,RAJAJINAGAR,BOMMANAHALLI,81
2844,BOMMANAHALLI,VIDYARANYAPURA,93
2845,VIDYARANYAPURA,BOMMANAHALLI,93
2846,BOMMANAHALLI,VIJAYANAGAR,72
2847,VIJAYANAGAR,BOMMANAHALLI,72
2848,BOMMANAHALLI,YESWANTHPUR,86
2849,YESWANTHPUR,BOMMANAHALLI,86
2850,BOMMASANDRA,BTM LAYOUT,67
2851,BTM LAYOUT,BOMMASANDRA,67
2852,BOMMASANDRA,CHOODASANDRA,50
2853,CHOODASANDRA,BOMMASANDRA,50
2854,BOMMASANDRA,DOMLUR,79
2855,DOMLUR,BOMMASANDRA,79
2856,BOMMASANDRA,ELECTRONIC CITY,49
2857,ELECTRONIC CITY,BOMMASANDRA,49
2858,BOMMASANDRA,HARALUR,51
2859,HARALUR,BOMMASANDRA,51
2860,BOMMASANDRA,J. P. NAGAR,76
2861,J. P. NAGAR,BOMMASANDRA,76
2862,BOMMASANDRA,JAYANAGAR,75
2863,JAYANAGAR,BOMMASANDRA,75
2864,BOMMASANDRA,KAIKONDRAHALLI,58
2865,KAIKONDRAHALLI,BOMMASANDRA,58
2866,BOMMASANDRA,KASAVANAHALLI,56
2867,KASAVANAHALLI,BOMMASANDRA,56
2868,BOMMASANDRA,RR NAGAR,91
2869,RR NAGAR,BOMMASANDRA,91
2870,BOMMASANDRA,S.G. PALYA,71
2871,S.G. PALYA,BOMMASANDRA,71
2872,BOMMASANDRA,BALAGERE,77
2873,BALAGERE,BOMMASANDRA,77
2874,BOMMASANDRA,KADUGODI,96
2875,KADUGODI,BOMMASANDRA,96
2876,BOMMASANDRA,MATHIKERE,112
2877,MATHIKERE,BOMMASANDRA,112
2878,BOMMASANDRA,RAJAJINAGAR,107
2879,RAJAJINAGAR,BOMMASANDRA,107
2880,BOMMASANDRA,VIDYARANYAPURA,119
2881,VIDYARANYAPURA,BOMMASANDRA,119
2882,BOMMASANDRA,VIJAYANAGAR,94
2883,VIJAYANAGAR,BOMMASANDRA,94
2884,BOMMASANDRA,YESWANTHPUR,106
2885,YESWANTHPUR,BOMMASANDRA,106
2886,BTM LAYOUT,CHOODASANDRA,66
