,Source,Destination,TravelTimeInMin
1172,CHINNAPANNA HALLI,BOMMANAHALLI,62
1173,BOMMANAHALLI,CHINNAPANNA HALLI,62
1174,CHINNAPANNA HALLI,BOMMASANDRA,72
1175,BOMMASANDRA,CHINNAPANNA HALLI,72
1176,CHINNAPANNA HALLI,BTM LAYOUT,63
1177,BTM LAYOUT,CHINNAPANNA HALLI,63
1178,CHINNAPANNA HALLI,CHOODASANDRA,58
1179,CHOODASANDRA,CHINNAPANNA HALLI,58
1180,CHINNAPANNA HALLI,DOMLUR,55
1181,DOMLUR,CHINNAPANNA HALLI,55
1182,CHINNAPANNA HALLI,ELECTRONIC CITY,70
1183,ELECTRONIC CITY,CHINNAPANNA HALLI,70
1184,CHINNAPANNA HALLI,HARALUR,56
1185,HARALUR,CHINNAPANNA HALLI,56
1186,CHINNAPANNA HALLI,J. P. NAGAR,80
1187,J. P. NAGAR,CHINNAPANNA HALLI,80
1188,CHINNAPANNA HALLI,JAYANAGAR,71
1189,JAYANAGAR,CHINNAPANNA HALLI,71
1190,CHINNAPANNA HALLI,KAIKONDRAHALLI,50
1191,KAIKONDRAHALLI,CHINNAPANNA HALLI,50
1192,CHINNAPANNA HALLI,KASAVANAHALLI,55
1193,KASAVANAHALLI,CHINNAPANNA HALLI,55
1194,CHINNAPANNA HALLI,RR NAGAR,99
1195,RR NAGAR,CHINNAPANNA HALLI,99
1196,CHINNAPANNA HALLI,S.G. PALYA,68
1197,S.G. PALYA,CHINNAPANNA HALLI,68
1198,CHINNAPANNA HALLI,BALAGERE,50
1199,BALAGERE,CHINNAPANNA HALLI,50
1200,CHINNAPANNA HALLI,KADUGODI,59
1201,KADUGODI,CHINNAPANNA HALLI,59
1202,CHINNAPANNA HALLI,MATHIKERE,80
1203,MATHIKERE,CHINNAPANNA HALLI,80
1204,CHINNAPANNA HALLI,RAJAJINAGAR,85
1205,RAJAJINAGAR,CHINNAPANNA HALLI,85
1206,CHINNAPANNA HALLI,VIDYARANYAPURA,81
1207,VIDYARANYAPURA,CHINNAPANNA HALLI,81
1208,CHINNAPANNA HALLI,VIJAYANAGAR,89
1209,VIJAYANAGAR,CHINNAPANNA HALLI,89
1210,CHINNAPANNA HALLI,YESWANTHPUR,82
1211,YESWANTHPUR,CHINNAPANNA HALLI,82
1212,DODDAKANNELLI,DODDANEKKUNDI,62
1213,DODDANEKKUNDI,DODDAKANNELLI,62
1214,DODDAKANNELLI,GUNJUR VILLAGE,50
1215,GUNJUR VILLAGE,DODDAKANNELLI,50
1216,DODDAKANNELLI,HOODI,69
1217,HOODI,DODDAKANNELLI,69
1218,DODDAKANNELLI,HSR LAYOUT,50
1219,HSR LAYOUT,DODDAKANNELLI,50
1220,DODDAKANNELLI,KADUBEESANAHALLI,46
1221,KADUBEESANAHALLI,DODDAKANNELLI,46
1222,DODDAKANNELLI,KAGGADASAPURA,71
1223,KAGGADASAPURA,DODDAKANNELLI,71
1224,DODDAKANNELLI,KODIHALLI,66
1225,KODIHALLI,DODDAKANNELLI,66
1226,DODDAKANNELLI,KRISHNARAJAPURA,75
1227,KRISHNARAJAPURA,DODDAKANNELLI,75
1228,DODDAKANNELLI,MAHADEVAPURA,63
1229,MAHADEVAPURA,DODDAKANNELLI,63
1230,DODDAKANNELLI,MARATHAHALLI,55
1231,MARATHAHALLI,DODDAKANNELLI,55
1232,DODDAKANNELLI,MUNNEKOLLAL,61
1233,MUNNEKOLLAL,DODDAKANNELLI,61
1234,DODDAKANNELLI,MURGESH PALLYA,68
1235,MURGESH PALLYA,DODDAKANNELLI,68
1236,DODDAKANNELLI,NEW TIPPASANDRA,71
1237,NEW TIPPASANDRA,DODDAKANNELLI,71
1238,DODDAKANNELLI,PANATHUR,50
1239,PANATHUR,DODDAKANNELLI,50
1240,DODDAKANNELLI,WHITEFIELD,57
1241,WHITEFIELD,DODDAKANNELLI,57
1242,DODDAKANNELLI,AIRPORT,117
1243,AIRPORT,DODDAKANNELLI,117
1244,DODDAKANNELLI,DEVANAHALLI,120
1245,DEVANAHALLI,DODDAKANNELLI,120
1246,DODDAKANNELLI,HEBBAL,93
1247,HEBBAL,DODDAKANNELLI,93
1248,DODDAKANNELLI,THANISANDRA,90
1249,THANISANDRA,DODDAKANNELLI,90
1250,DODDAKANNELLI,YELAHANKA,112
1251,YELAHANKA,DODDAKANNELLI,112
1252,DODDAKANNELLI,AREKERE,70
1253,AREKERE,DODDAKANNELLI,70
1254,DODDAKANNELLI,BANASHANKARI,86
1255,BANASHANKARI,DODDAKANNELLI,86
1256,DODDAKANNELLI,BELLANDUR,46
1257,BELLANDUR,DODDAKANNELLI,46
1258,DODDAKANNELLI,BILEKAHALLI,63
1259,BILEKAHALLI,DODDAKANNELLI,63
1260,DODDAKANNELLI,BOMMANAHALLI,58
1261,BOMMANAHALLI,DODDAKANNELLI,58
1262,DODDAKANNELLI,BOMMASANDRA,52
1263,BOMMASANDRA,DODDAKANNELLI,52
1264,DODDAKANNELLI,BTM LAYOUT,60
1265,BTM LAYOUT,DODDAKANNELLI,60
1266,DODDAKANNELLI,CHOODASANDRA,39
1267,CHOODASANDRA,DODDAKANNELLI,39
1268,DODDAKANNELLI,DOMLUR,65
1269,DOMLUR,DODDAKANNELLI,65
1270,DODDAKANNELLI,ELECTRONIC CITY,59
1271,ELECTRONIC CITY,DODDAKANNELLI,59
1272,DODDAKANNELLI,HARALUR,43
1273,HARALUR,DODDAKANNELLI,43
1274,DODDAKANNELLI,J. P. NAGAR,76
1275,J. P. NAGAR,DODDAKANNELLI,76
1276,DODDAKANNELLI,JAYANAGAR,67
1277,JAYANAGAR,DODDAKANNELLI,67
1278,DODDAKANNELLI,KAIKONDRAHALLI,41
1279,KAIKONDRAHALLI,DODDAKANNELLI,41
1280,DODDAKANNELLI,KASAVANAHALLI,37
1281,KASAVANAHALLI,DODDAKANNELLI,37
1282,DODDAKANNELLI,RR NAGAR,101
1283,RR NAGAR,DODDAKANNELLI,101
1284,DODDAKANNELLI,S.G. PALYA,64
1285,S.G. PALYA,DODDAKANNELLI,64
1286,DODDAKANNELLI,BALAGERE,57
1287,BALAGERE,DODDAKANNELLI,57
1288,DODDAKANNELLI,KADUGODI,73
1289,KADUGODI,DODDAKANNELLI,73
1290,DODDAKANNELLI,MATHIKERE,101
1291,MATHIKERE,DODDAKANNELLI,101
1292,DODDAKANNELLI,RAJAJINAGAR,100
1293,RAJAJINAGAR,DODDAKANNELLI,100
1294,DODDAKANNELLI,VIDYARANYAPURA,103
1295,VIDYARANYAPURA,DODDAKANNELLI,103
1296,DODDAKANNELLI,VIJAYANAGAR,92
1297,VIJAYANAGAR,DODDAKANNELLI,92
1298,DODDAKANNELLI,YESWANTHPUR,103
1299,YESWANTHPUR,DODDAKANNELLI,103
1300,DODDANEKKUNDI,GUNJUR VILLAGE,66
1301,GUNJUR VILLAGE,DODDANEKKUNDI,66
1302,DODDANEKKUNDI,HOODI,44
1303,HOODI,DODDANEKKUNDI,44
1304,DODDANEKKUNDI,HSR LAYOUT,60
1305,HSR LAYOUT,DODDANEKKUNDI,60
1306,DODDANEKKUNDI,KADUBEESANAHALLI,48
1307,KADUBEESANAHALLI,DODDANEKKUNDI,48
1308,DODDANEKKUNDI,KAGGADASAPURA,56
1309,KAGGADASAPURA,DODDANEKKUNDI,56
1310,DODDANEKKUNDI,KODIHALLI,61
1311,KODIHALLI,DODDANEKKUNDI,61
1312,DODDANEKKUNDI,KRISHNARAJAPURA,52
1313,KRISHNARAJAPURA,DODDANEKKUNDI,52
1314,DODDANEKKUNDI,MAHADEVAPURA,46
1315,MAHADEVAPURA,DODDANEKKUNDI,46
1316,DODDANEKKUNDI,MARATHAHALLI,40
1317,MARATHAHALLI,DODDANEKKUNDI,40
1318,DODDANEKKUNDI,MUNNEKOLLAL,48
1319,MUNNEKOLLAL,DODDANEKKUNDI,48
1320,DODDANEKKUNDI,MURGESH PALLYA,58
1321,MURGESH PALLYA,DODDANEKKUNDI,58
1322,DODDANEKKUNDI,NEW TIPPASANDRA,57
1323,NEW TIPPASANDRA,DODDANEKKUNDI,57
1324,DODDANEKKUNDI,PANATHUR,51
1325,PANATHUR,DODDANEKKUNDI,51
1326,DODDANEKKUNDI,WHITEFIELD,52
1327,WHITEFIELD,DODDANEKKUNDI,52
1328,DODDANEKKUNDI,AIRPORT,100
1329,AIRPORT,DODDANEKKUNDI,100
1330,DODDANEKKUNDI,DEVANAHALLI,103
1331,DEVANAHALLI,DODDANEKKUNDI,103
1332,DODDANEKKUNDI,HEBBAL,75
1333,HEBBAL,DODDANEKKUNDI,75
1334,DODDANEKKUNDI,THANISANDRA,73
1335,THANISANDRA,DODDANEKKUNDI,73
1336,DODDANEKKUNDI,YELAHANKA,95
1337,YELAHANKA,DODDANEKKUNDI,95
1338,DODDANEKKUNDI,AREKERE,79
1339,AREKERE,DODDANEKKUNDI,79
1340,DODDANEKKUNDI,BANASHANKARI,95
1341,BANASHANKARI,DODDANEKKUNDI,95
1342,DODDANEKKUNDI,BELLANDUR,55
1343,BELLANDUR,DODDANEKKUNDI,55
1344,DODDANEKKUNDI,BILEKAHALLI,73
1345,BILEKAHALLI,DODDANEKKUNDI,73
1346,DODDANEKKUNDI,BOMMANAHALLI,67
1347,BOMMANAHALLI,DODDANEKKUNDI,67
1348,DODDANEKKUNDI,BOMMASANDRA,78
1349,BOMMASANDRA,DODDANEKKUNDI,78
1350,DODDANEKKUNDI,BTM LAYOUT,69
1351,BTM LAYOUT,DODDANEKKUNDI,69
1352,DODDANEKKUNDI,CHOODASANDRA,64
1353,CHOODASANDRA,DODDANEKKUNDI,64
1354,DODDANEKKUNDI,DOMLUR,60
1355,DOMLUR,DODDANEKKUNDI,60
1356,DODDANEKKUNDI,ELECTRONIC CITY,76
1357,ELECTRONIC CITY,DODDANEKKUNDI,76
1358,DODDANEKKUNDI,HARALUR,61
1359,HARALUR,DODDANEKKUNDI,61
1360,DODDANEKKUNDI,J. P. NAGAR,85
1361,J. P. NAGAR,DODDANEKKUNDI,85
1362,DODDANEKKUNDI,JAYANAGAR,76
1363,JAYANAGAR,DODDANEKKUNDI,76
1364,DODDANEKKUNDI,KAIKONDRAHALLI,55
1365,KAIKONDRAHALLI,DODDANEKKUNDI,55
1366,DODDANEKKUNDI,KASAVANAHALLI,61
1367,KASAVANAHALLI,DODDANEKKUNDI,61
1368,DODDANEKKUNDI,RR NAGAR,104
1369,RR NAGAR,DODDANEKKUNDI,104
1370,DODDANEKKUNDI,S.G. PALYA,73
1371,S.G. PALYA,DODDANEKKUNDI,73
1372,DODDANEKKUNDI,BALAGERE,56
1373,BALAGERE,DODDANEKKUNDI,56
1374,DODDANEKKUNDI,KADUGODI,61
1375,KADUGODI,DODDANEKKUNDI,61
1376,DODDANEKKUNDI,MATHIKERE,84
1377,MATHIKERE,DODDANEKKUNDI,84
1378,DODDANEKKUNDI,RAJAJINAGAR,90
1379,RAJAJINAGAR,DODDANEKKUNDI,90
1380,DODDANEKKUNDI,VIDYARANYAPURA,85
1381,VIDYARANYAPURA,DODDANEKKUNDI,85
1382,DODDANEKKUNDI,VIJAYANAGAR,94
1383,VIJAYANAGAR,DODDANEKKUNDI,94
1384,DODDANEKKUNDI,YESWANTHPUR,86
1385,YESWANTHPUR,DODDANEKKUNDI,86
1386,GUNJUR VILLAGE,HOODI,66
1387,HOODI,GUNJUR VILLAGE,66
1388,GUNJUR VILLAGE,HSR LAYOUT,67
1389,HSR LAYOUT,GUNJUR VILLAGE,67
1390,GUNJUR VILLAGE,KADUBEESANAHALLI,51
1391,KADUBEESANAHALLI,GUNJUR VILLAGE,51
1392,GUNJUR VILLAGE,KAGGADASAPURA,70
1393,KAGGADASAPURA,GUNJUR VILLAGE,70
1394,GUNJUR VILLAGE,KODIHALLI,76
1395,KODIHALLI,GUNJUR VILLAGE,76
1396,GUNJUR VILLAGE,KRISHNARAJAPURA,70
1397,KRISHNARAJAPURA,GUNJUR VILLAGE,70
1398,GUNJUR VILLAGE,MAHADEVAPURA,67
1399,MAHADEVAPURA,GUNJUR VILLAGE,67
1400,GUNJUR VILLAGE,MARATHAHALLI,60
1401,MARATHAHALLI,GUNJUR VILLAGE,60
1402,GUNJUR VILLAGE,MUNNEKOLLAL,52
1403,MUNNEKOLLAL,GUNJUR VILLAGE,52
1404,GUNJUR VILLAGE,MURGESH PALLYA,72
1405,MURGESH PALLYA,GUNJUR VILLAGE,72
1406,GUNJUR VILLAGE,NEW TIPPASANDRA,71
1407,NEW TIPPASANDRA,GUNJUR VILLAGE,71
1408,GUNJUR VILLAGE,PANATHUR,51
1409,PANATHUR,GUNJUR VILLAGE,51
1410,GUNJUR VILLAGE,WHITEFIELD,48
1411,WHITEFIELD,GUNJUR VILLAGE,48
1412,GUNJUR VILLAGE,AIRPORT,117
1413,AIRPORT,GUNJUR VILLAGE,117
1414,GUNJUR VILLAGE,DEVANAHALLI,113
1415,DEVANAHALLI,GUNJUR VILLAGE,113
1416,GUNJUR VILLAGE,HEBBAL,97
1417,HEBBAL,GUNJUR VILLAGE,97
1418,GUNJUR VILLAGE,THANISANDRA,95
1419,THANISANDRA,GUNJUR VILLAGE,95
1420,GUNJUR VILLAGE,YELAHANKA,116
1421,YELAHANKA,GUNJUR VILLAGE,116
1422,GUNJUR VILLAGE,AREKERE,87
1423,AREKERE,GUNJUR VILLAGE,87
1424,GUNJUR VILLAGE,BANASHANKARI,103
1425,BANASHANKARI,GUNJUR VILLAGE,103
1426,GUNJUR VILLAGE,BELLANDUR,65
1427,BELLANDUR,GUNJUR VILLAGE,65
1428,GUNJUR VILLAGE,BILEKAHALLI,81
1429,BILEKAHALLI,GUNJUR VILLAGE,81
1430,GUNJUR VILLAGE,BOMMANAHALLI,75
1431,BOMMANAHALLI,GUNJUR VILLAGE,75
1432,GUNJUR VILLAGE,BOMMASANDRA,71
1433,BOMMASANDRA,GUNJUR VILLAGE,71
1434,GUNJUR VILLAGE,BTM LAYOUT,77
1435,BTM LAYOUT,GUNJUR VILLAGE,77
1436,GUNJUR VILLAGE,CHOODASANDRA,57
1437,CHOODASANDRA,GUNJUR VILLAGE,57
1438,GUNJUR VILLAGE,DOMLUR,74
1439,DOMLUR,GUNJUR VILLAGE,74
1440,GUNJUR VILLAGE,ELECTRONIC CITY,78
1441,ELECTRONIC CITY,GUNJUR VILLAGE,78
1442,GUNJUR VILLAGE,HARALUR,62
1443,HARALUR,GUNJUR VILLAGE,62
1444,GUNJUR VILLAGE,J. P. NAGAR,93
1445,J. P. NAGAR,GUNJUR VILLAGE,93
1446,GUNJUR VILLAGE,JAYANAGAR,84
1447,JAYANAGAR,GUNJUR VILLAGE,84
1448,GUNJUR VILLAGE,KAIKONDRAHALLI,60
1449,KAIKONDRAHALLI,GUNJUR VILLAGE,60
1450,GUNJUR VILLAGE,KASAVANAHALLI,56
1451,KASAVANAHALLI,GUNJUR VILLAGE,56
1452,GUNJUR VILLAGE,RR NAGAR,118
1453,RR NAGAR,GUNJUR VILLAGE,118
1454,GUNJUR VILLAGE,S.G. PALYA,81
1455,S.G. PALYA,GUNJUR VILLAGE,81
1456,GUNJUR VILLAGE,BALAGERE,47
1457,BALAGERE,GUNJUR VILLAGE,47
1458,GUNJUR VILLAGE,KADUGODI,59
1459,KADUGODI,GUNJUR VILLAGE,59
1460,GUNJUR VILLAGE,MATHIKERE,106
1461,MATHIKERE,GUNJUR VILLAGE,106
1462,GUNJUR VILLAGE,RAJAJINAGAR,113
1463,RAJAJINAGAR,GUNJUR VILLAGE,113
1464,GUNJUR VILLAGE,VIDYARANYAPURA,107
1465,VIDYARANYAPURA,GUNJUR VILLAGE,107
1466,GUNJUR VILLAGE,VIJAYANAGAR,108
1467,VIJAYANAGAR,GUNJUR VILLAGE,108
1468,GUNJUR VILLAGE,YESWANTHPUR,108
1469,YESWANTHPUR,GUNJUR VILLAGE,108
1470,HOODI,HSR LAYOUT,64
1471,HSR LAYOUT,HOODI,64
1472,HOODI,KADUBEESANAHALLI,52
1473,KADUBEESANAHALLI,HOODI,52
1474,HOODI,KAGGADASAPURA,61
1475,KAGGADASAPURA,HOODI,61
1476,HOODI,KODIHALLI,66
1477,KODIHALLI,HOODI,66
1478,HOODI,KRISHNARAJAPURA,46
1479,KRISHNARAJAPURA,HOODI,46
1480,HOODI,MAHADEVAPURA,46
1481,MAHADEVAPURA,HOODI,46
1482,HOODI,MARATHAHALLI,45
1483,MARATHAHALLI,HOODI,45
1484,HOODI,MUNNEKOLLAL,48
1485,MUNNEKOLLAL,HOODI,48
1486,HOODI,MURGESH PALLYA,63
1487,MURGESH PALLYA,HOODI,63
1488,HOODI,NEW TIPPASANDRA,59
1489,NEW TIPPASANDRA,HOODI,59
1490,HOODI,PANATHUR,55
1491,PANATHUR,HOODI,55
1492,HOODI,WHITEFIELD,53
1493,WHITEFIELD,HOODI,53
1494,HOODI,AIRPORT,98
1495,AIRPORT,HOODI,98
1496,HOODI,DEVANAHALLI,101
1497,DEVANAHALLI,HOODI,101
1498,HOODI,HEBBAL,74
1499,HEBBAL,HOODI,74
1500,HOODI,THANISANDRA,71
1501,THANISANDRA,HOODI,71
1502,HOODI,YELAHANKA,93
1503,YELAHANKA,HOODI,93
1504,HOODI,AREKERE,83
1505,AREKERE,HOODI,83
1506,HOODI,BANASHANKARI,99
1507,BANASHANKARI,HOODI,99
1508,HOODI,BELLANDUR,59
1509,BELLANDUR,HOODI,59
1510,HOODI,BILEKAHALLI,77
1511,BILEKAHALLI,HOODI,77
1512,HOODI,BOMMANAHALLI,71
1513,BOMMANAHALLI,HOODI,71
1514,HOODI,BOMMASANDRA,82
1515,BOMMASANDRA,HOODI,82
1516,HOODI,BTM LAYOUT,73
1517,BTM LAYOUT,HOODI,73
1518,HOODI,CHOODASANDRA,68
1519,CHOODASANDRA,HOODI,68
1520,HOODI,DOMLUR,65
1521,DOMLUR,HOODI,65
1522,HOODI,ELECTRONIC CITY,80
1523,ELECTRONIC CITY,HOODI,80
1524,HOODI,HARALUR,65
1525,HARALUR,HOODI,65
1526,HOODI,J. P. NAGAR,89
1527,J. P. NAGAR,HOODI,89
1528,HOODI,JAYANAGAR,80
1529,JAYANAGAR,HOODI,80
1530,HOODI,KAIKONDRAHALLI,59
1531,KAIKONDRAHALLI,HOODI,59
1532,HOODI,KASAVANAHALLI,64
1533,KASAVANAHALLI,HOODI,64
1534,HOODI,RR NAGAR,107
1535,RR NAGAR,HOODI,107
1536,HOODI,S.G. PALYA,77
1537,S.G. PALYA,HOODI,77
1538,HOODI,BALAGERE,57
1539,BALAGERE,HOODI,57
1540,HOODI,KADUGODI,57
1541,KADUGODI,HOODI,57
1542,HOODI,MATHIKERE,82
1543,MATHIKERE,HOODI,82
1544,HOODI,RAJAJINAGAR,88
1545,RAJAJINAGAR,HOODI,88
1546,HOODI,VIDYARANYAPURA,84
1547,VIDYARANYAPURA,HOODI,84
1548,HOODI,VIJAYANAGAR,97
1549,VIJAYANAGAR,HOODI,97
1550,HOODI,YESWANTHPUR,84
1551,YESWANTHPUR,HOODI,84
1552,HSR LAYOUT,KADUBEESANAHALLI,51
1553,KADUBEESANAHALLI,HSR LAYOUT,51
1554,HSR LAYOUT,KAGGADASAPURA,66
1555,KAGGADASAPURA,HSR LAYOUT,66
1556,HSR LAYOUT,KODIHALLI,53
1557,KODIHALLI,HSR LAYOUT,53
1558,HSR LAYOUT,KRISHNARAJAPURA,74
1559,KRISHNARAJAPURA,HSR LAYOUT,74
1560,HSR LAYOUT,MAHADEVAPURA,62
1561,MAHADEVAPURA,HSR LAYOUT,62
1562,HSR LAYOUT,MARATHAHALLI,54
1563,MARATHAHALLI,HSR LAYOUT,54
1564,HSR LAYOUT,MUNNEKOLLAL,62
1565,MUNNEKOLLAL,HSR LAYOUT,62
1566,HSR LAYOUT,MURGESH PALLYA,59
1567,MURGESH PALLYA,HSR LAYOUT,59
1568,HSR LAYOUT,NEW TIPPASANDRA,62
1569,NEW TIPPASANDRA,HSR LAYOUT,62
1570,HSR LAYOUT,PANATHUR,54
1571,PANATHUR,HSR LAYOUT,54
1572,HSR LAYOUT,WHITEFIELD,62
1573,WHITEFIELD,HSR LAYOUT,62
1574,HSR LAYOUT,AIRPORT,110
1575,AIRPORT,HSR LAYOUT,110
1576,HSR LAYOUT,DEVANAHALLI,113
1577,DEVANAHALLI,HSR LAYOUT,113
1578,HSR LAYOUT,HEBBAL,85
1579,HEBBAL,HSR LAYOUT,85
1580,HSR LAYOUT,THANISANDRA,89
1581,THANISANDRA,HSR LAYOUT,89
1582,HSR LAYOUT,YELAHANKA,105
1583,YELAHANKA,HSR LAYOUT,105
1584,HSR LAYOUT,AREKERE,54
1585,AREKERE,HSR LAYOUT,54
1586,HSR LAYOUT,BANASHANKARI,70
1587,BANASHANKARI,HSR LAYOUT,70
1588,HSR LAYOUT,BELLANDUR,45
1589,BELLANDUR,HSR LAYOUT,45
1590,HSR LAYOUT,BILEKAHALLI,47
1591,BILEKAHALLI,HSR LAYOUT,47
1592,HSR LAYOUT,BOMMANAHALLI,42
1593,BOMMANAHALLI,HSR LAYOUT,42
1594,HSR LAYOUT,BOMMASANDRA,60
1595,BOMMASANDRA,HSR LAYOUT,60
1596,HSR LAYOUT,BTM LAYOUT,44
1597,BTM LAYOUT,HSR LAYOUT,44
1598,HSR LAYOUT,CHOODASANDRA,58
1599,CHOODASANDRA,HSR LAYOUT,58
1600,HSR LAYOUT,DOMLUR,53
1601,DOMLUR,HSR LAYOUT,53
1602,HSR LAYOUT,ELECTRONIC CITY,48
1603,ELECTRONIC CITY,HSR LAYOUT,48
1604,HSR LAYOUT,HARALUR,52
1605,HARALUR,HSR LAYOUT,52
1606,HSR LAYOUT,J. P. NAGAR,60
1607,J. P. NAGAR,HSR LAYOUT,60
1608,HSR LAYOUT,JAYANAGAR,51
1609,JAYANAGAR,HSR LAYOUT,51
1610,HSR LAYOUT,KAIKONDRAHALLI,46
1611,KAIKONDRAHALLI,HSR LAYOUT,46
1612,HSR LAYOUT,KASAVANAHALLI,51
1613,KASAVANAHALLI,HSR LAYOUT,51
1614,HSR LAYOUT,RR NAGAR,85
1615,RR NAGAR,HSR LAYOUT,85
1616,HSR LAYOUT,S.G. PALYA,48
1617,S.G. PALYA,HSR LAYOUT,48
1618,HSR LAYOUT,BALAGERE,62
1619,BALAGERE,HSR LAYOUT,62
1620,HSR LAYOUT,KADUGODI,84
1621,KADUGODI,HSR LAYOUT,84
1622,HSR LAYOUT,MATHIKERE,89
1623,MATHIKERE,HSR LAYOUT,89
1624,HSR LAYOUT,RAJAJINAGAR,84
1625,RAJAJINAGAR,HSR LAYOUT,84
1626,HSR LAYOUT,VIDYARANYAPURA,96
1627,VIDYARANYAPURA,HSR LAYOUT,96
1628,HSR LAYOUT,VIJAYANAGAR,76
1629,VIJAYANAGAR,HSR LAYOUT,76
1630,HSR LAYOUT,YESWANTHPUR,90
1631,YESWANTHPUR,HSR LAYOUT,90
1632,KADUBEESANAHALLI,KAGGADASAPURA,56
1633,KAGGADASAPURA,KADUBEESANAHALLI,56
1634,KADUBEESANAHALLI,KODIHALLI,61
1635,KODIHALLI,KADUBEESANAHALLI,61
1636,KADUBEESANAHALLI,KRISHNARAJAPURA,61
1637,KRISHNARAJAPURA,KADUBEESANAHALLI,61
1638,KADUBEESANAHALLI,MAHADEVAPURA,49
1639,MAHADEVAPURA,KADUBEESANAHALLI,49
1640,KADUBEESANAHALLI,MARATHAHALLI,41
1641,MARATHAHALLI,KADUBEESANAHALLI,41
1642,KADUBEESANAHALLI,MUNNEKOLLAL,48
1643,MUNNEKOLLAL,KADUBEESANAHALLI,48
1644,KADUBEESANAHALLI,MURGESH PALLYA,57
1645,MURGESH PALLYA,KADUBEESANAHALLI,57
1646,KADUBEESANAHALLI,NEW TIPPASANDRA,56
1647,NEW TIPPASANDRA,KADUBEESANAHALLI,56
1648,KADUBEESANAHALLI,PANATHUR,33
1649,PANATHUR,KADUBEESANAHALLI,33
1650,KADUBEESANAHALLI,WHITEFIELD,43
1651,WHITEFIELD,KADUBEESANAHALLI,43
1652,KADUBEESANAHALLI,AIRPORT,103
1653,AIRPORT,KADUBEESANAHALLI,103
1654,KADUBEESANAHALLI,DEVANAHALLI,105
1655,DEVANAHALLI,KADUBEESANAHALLI,105
1656,KADUBEESANAHALLI,HEBBAL,78
1657,HEBBAL,KADUBEESANAHALLI,78
1658,KADUBEESANAHALLI,THANISANDRA,76
1659,THANISANDRA,KADUBEESANAHALLI,76
1660,KADUBEESANAHALLI,YELAHANKA,98
1661,YELAHANKA,KADUBEESANAHALLI,98
1662,KADUBEESANAHALLI,AREKERE,68
1663,AREKERE,KADUBEESANAHALLI,68
1664,KADUBEESANAHALLI,BANASHANKARI,84
1665,BANASHANKARI,KADUBEESANAHALLI,84
1666,KADUBEESANAHALLI,BELLANDUR,44
1667,BELLANDUR,KADUBEESANAHALLI,44
1668,KADUBEESANAHALLI,BILEKAHALLI,62
1669,BILEKAHALLI,KADUBEESANAHALLI,62
1670,KADUBEESANAHALLI,BOMMANAHALLI,56
1671,BOMMANAHALLI,KADUBEESANAHALLI,56
1672,KADUBEESANAHALLI,BOMMASANDRA,63
1673,BOMMASANDRA,KADUBEESANAHALLI,63
1674,KADUBEESANAHALLI,BTM LAYOUT,58
1675,BTM LAYOUT,KADUBEESANAHALLI,58
1676,KADUBEESANAHALLI,CHOODASANDRA,49
1677,CHOODASANDRA,KADUBEESANAHALLI,49
1678,KADUBEESANAHALLI,DOMLUR,60
1679,DOMLUR,KADUBEESANAHALLI,60
1680,KADUBEESANAHALLI,ELECTRONIC CITY,65
1681,ELECTRONIC CITY,KADUBEESANAHALLI,65
1682,KADUBEESANAHALLI,HARALUR,50
1683,HARALUR,KADUBEESANAHALLI,50
1684,KADUBEESANAHALLI,J. P. NAGAR,74
1685,J. P. NAGAR,KADUBEESANAHALLI,74
1686,KADUBEESANAHALLI,JAYANAGAR,65
1687,JAYANAGAR,KADUBEESANAHALLI,65
1688,KADUBEESANAHALLI,KAIKONDRAHALLI,44
1689,KAIKONDRAHALLI,KADUBEESANAHALLI,44
1690,KADUBEESANAHALLI,KASAVANAHALLI,47
1691,KASAVANAHALLI,KADUBEESANAHALLI,47
1692,KADUBEESANAHALLI,RR NAGAR,99
1693,RR NAGAR,KADUBEESANAHALLI,99
1694,KADUBEESANAHALLI,S.G. PALYA,62
1695,S.G. PALYA,KADUBEESANAHALLI,62
1696,KADUBEESANAHALLI,BALAGERE,44
1697,BALAGERE,KADUBEESANAHALLI,44
1698,KADUBEESANAHALLI,KADUGODI,71
1699,KADUGODI,KADUBEESANAHALLI,71
1700,KADUBEESANAHALLI,MATHIKERE,87
1701,MATHIKERE,KADUBEESANAHALLI,87
1702,KADUBEESANAHALLI,RAJAJINAGAR,93
1703,RAJAJINAGAR,KADUBEESANAHALLI,93
1704,KADUBEESANAHALLI,VIDYARANYAPURA,88
1705,VIDYARANYAPURA,KADUBEESANAHALLI,88
1706,KADUBEESANAHALLI,VIJAYANAGAR,90
1707,VIJAYANAGAR,KADUBEESANAHALLI,90
1708,KADUBEESANAHALLI,YESWANTHPUR,89
1709,YESWANTHPUR,KADUBEESANAHALLI,89
1710,KAGGADASAPURA,KODIHALLI,47
1711,KODIHALLI,KAGGADASAPURA,47
1712,KAGGADASAPURA,KRISHNARAJAPURA,63
1713,KRISHNARAJAPURA,KAGGADASAPURA,63
1714,KAGGADASAPURA,MAHADEVAPURA,52
1715,MAHADEVAPURA,KAGGADASAPURA,52
1716,KAGGADASAPURA,MARATHAHALLI,48
1717,MARATHAHALLI,KAGGADASAPURA,48
1718,KAGGADASAPURA,MUNNEKOLLAL,51
1719,MUNNEKOLLAL,KAGGADASAPURA,51
